department,education,gender,recruitment_channel,age,performance,is_promoted
Sales & Marketing,Bachelor,f,other,32,Good,No
Operations,Master,m,sourcing,41,Good,No
Operations,Bachelor,f,sourcing,43,Good,No
Analytics,Bachelor,m,sourcing,32,Good,No
Operations,Master,m,other,37,Good,No
Procurement,Master,m,sourcing,36,Good,No
Operations,Bachelor,f,sourcing,29,Good,Yes
Technology,Bachelor,m,referred,33,Good,No
Sales & Marketing,Bachelor,m,sourcing,39,Good,No
HR,Bachelor,f,other,31,Good,No
Procurement,Master,f,sourcing,48,Good,No
Finance,Bachelor,m,sourcing,31,Good,No
Sales & Marketing,Bachelor,m,sourcing,27,Good,Yes
Procurement,Master,f,other,33,Good,No
Operations,Bachelor,f,other,36,Good,No
Operations,Bachelor,m,other,38,Good,No
Technology,Master,m,other,38,Good,No
Sales & Marketing,Bachelor,m,other,31,Good,No
Finance,Bachelor,m,other,33,Good,No
Sales & Marketing,Bachelor,m,other,37,Good,No
Analytics,Bachelor,m,other,28,Good,No
Operations,Master,m,other,38,Good,No
Sales & Marketing,Master,m,sourcing,41,Good,No
Technology,Bachelor,f,referred,28,Good,No
Procurement,Master,f,sourcing,40,Good,No
Procurement,Bachelor,m,other,31,Good,No
Sales & Marketing,Bachelor,m,sourcing,33,Good,No
Sales & Marketing,Bachelor,m,sourcing,36,Good,No
Analytics,Bachelor,m,other,28,Good,No
Procurement,Bachelor,m,other,29,Good,No
Operations,Master,m,other,40,Good,Yes
Technology,Bachelor,f,other,29,Good,Yes
Legal,Bachelor,m,sourcing,33,Good,No
Analytics,Bachelor,f,other,29,Good,No
Sales & Marketing,PHD,m,other,35,Good,No
Sales & Marketing,Bachelor,m,sourcing,38,Good,No
Procurement,Master,f,other,52,Good,No
Analytics,Bachelor,m,other,26,Good,No
Sales & Marketing,PHD,f,other,22,Good,No
Operations,Bachelor,f,sourcing,32,Good,No
Operations,Bachelor,m,other,29,Good,No
Procurement,Master,m,other,35,Good,No
HR,Master,f,other,50,Good,Yes
Technology,Bachelor,m,other,42,Good,No
Procurement,PHD,f,other,32,Good,No
Operations,Bachelor,f,sourcing,50,Good,Yes
Sales & Marketing,Bachelor,m,other,60,Good,No
HR,Bachelor,f,other,33,Good,No
Operations,Bachelor,f,other,32,Good,No
HR,Master,f,sourcing,35,Good,No
Sales & Marketing,Bachelor,m,sourcing,45,Good,Yes
Sales & Marketing,Master,m,other,42,Good,Yes
Technology,Bachelor,m,sourcing,28,Good,No
Procurement,Master,m,sourcing,50,Good,No
Operations,Master,m,sourcing,32,Good,No
Sales & Marketing,Bachelor,m,other,26,Good,No
Sales & Marketing,Bachelor,m,sourcing,25,Good,No
Analytics,Master,m,sourcing,35,Good,Yes
Operations,Bachelor,m,other,27,Good,No
Analytics,Master,m,other,42,Good,No
Legal,PHD,m,sourcing,27,Good,Yes
Sales & Marketing,Bachelor,m,sourcing,21,Good,No
Finance,Master,m,other,33,Good,No
Procurement,Bachelor,m,sourcing,26,Good,No
Sales & Marketing,Bachelor,m,other,51,Good,No
Sales & Marketing,Bachelor,m,referred,30,Good,No
Technology,Master,m,sourcing,40,Good,No
HR,PHD,m,other,22,Good,No
Operations,Bachelor,f,other,58,Good,No
Sales & Marketing,Master,m,sourcing,34,Good,No
Sales & Marketing,Bachelor,m,other,31,Good,No
Operations,Bachelor,m,other,33,Good,No
Procurement,Bachelor,m,sourcing,31,Good,No
Sales & Marketing,Bachelor,m,referred,33,Good,No
Sales & Marketing,Master,m,other,57,Good,No
Sales & Marketing,Bachelor,m,other,36,Good,No
Sales & Marketing,Bachelor,f,sourcing,28,Outstanding,Yes
Sales & Marketing,Bachelor,m,other,35,Outstanding,Yes
Operations,Bachelor,m,sourcing,34,Good,No
Operations,Master,f,sourcing,42,Good,No
R&D,Bachelor,f,other,32,Good,No
Operations,Master,m,other,31,Good,No
Procurement,Master,m,other,33,Good,No
Operations,Bachelor,f,other,27,Good,No
Procurement,Bachelor,m,sourcing,38,Good,No
Sales & Marketing,Bachelor,f,sourcing,29,Good,Yes
Sales & Marketing,Bachelor,m,other,36,Good,No
Operations,PHD,f,other,24,Good,No
Operations,Master,f,other,35,Good,Yes
Sales & Marketing,Bachelor,m,other,29,Good,No
Sales & Marketing,Bachelor,m,other,36,Good,No
Procurement,Bachelor,m,sourcing,33,Good,No
Technology,Bachelor,m,sourcing,34,Good,No
Technology,Master,f,other,53,Good,No
Operations,Bachelor,m,other,34,Good,No
Sales & Marketing,Bachelor,m,other,48,Good,No
Finance,Bachelor,m,other,29,Good,No
Sales & Marketing,Bachelor,m,other,26,Good,No
Sales & Marketing,Master,m,other,33,Good,No
Technology,Bachelor,m,referred,31,Good,No
HR,Bachelor,m,other,33,Good,No
Finance,Bachelor,f,sourcing,28,Good,No
Technology,Bachelor,m,other,24,Good,No
Procurement,Bachelor,f,other,31,Good,No
Operations,Master,f,other,45,Good,No
Procurement,Master,f,other,34,Good,No
Analytics,Bachelor,m,sourcing,27,Good,No
Sales & Marketing,Master,m,other,42,Good,No
Finance,Bachelor,m,other,29,Good,No
Operations,Bachelor,m,sourcing,39,Good,No
HR,Bachelor,m,other,34,Good,No
Analytics,Bachelor,m,referred,28,Good,No
Sales & Marketing,Bachelor,m,sourcing,31,Good,No
Technology,Bachelor,m,sourcing,37,Good,No
Procurement,Bachelor,f,sourcing,33,Good,No
Analytics,PHD,m,other,29,Good,No
Procurement,Bachelor,f,other,40,Good,No
HR,Bachelor,m,other,32,Good,No
Operations,Master,m,sourcing,27,Good,No
Sales & Marketing,Bachelor,f,other,28,Good,No
HR,Master,m,other,31,Good,No
Sales & Marketing,Bachelor,m,sourcing,35,Good,No
HR,Bachelor,m,sourcing,32,Good,No
Sales & Marketing,Bachelor,m,sourcing,30,Good,No
Procurement,Bachelor,m,other,30,Good,No
Procurement,Master,f,sourcing,43,Good,No
Procurement,Bachelor,f,sourcing,26,Good,No
Sales & Marketing,Master,f,other,31,Good,No
Technology,Bachelor,m,other,36,Good,Yes
Analytics,Master,m,other,58,Good,No
Operations,Bachelor,f,sourcing,30,Good,No
Analytics,Bachelor,m,sourcing,30,Good,No
Operations,Bachelor,m,other,37,Good,No
Sales & Marketing,Bachelor,m,other,33,Good,No
Operations,Bachelor,m,sourcing,28,Good,No
Operations,Bachelor,m,sourcing,27,Good,No
HR,Master,m,sourcing,48,Good,No
Technology,Bachelor,m,sourcing,41,Good,No
Operations,Bachelor,f,other,26,Good,No
Analytics,Bachelor,m,other,35,Good,No
Analytics,Bachelor,m,other,29,Good,No
Sales & Marketing,Bachelor,m,other,27,Good,No
Technology,Bachelor,m,other,30,Good,No
Sales & Marketing,Bachelor,m,sourcing,30,Good,No
HR,Bachelor,m,other,37,Good,No
Analytics,Bachelor,m,referred,32,Good,No
Operations,Bachelor,m,other,31,Good,No
Sales & Marketing,Bachelor,m,other,34,Good,No
Procurement,Bachelor,f,sourcing,28,Good,No
Sales & Marketing,Master,m,sourcing,35,Good,No
HR,Bachelor,m,other,36,Good,No
HR,Bachelor,m,other,41,Good,No
Procurement,Bachelor,m,sourcing,31,Good,No
Sales & Marketing,Bachelor,m,sourcing,30,Good,No
Legal,Bachelor,m,other,30,Good,No
Technology,Master,f,other,32,Good,No
Sales & Marketing,Bachelor,m,referred,34,Good,No
Technology,Bachelor,f,sourcing,33,Good,No
Sales & Marketing,PHD,m,other,43,Good,No
Technology,Bachelor,f,sourcing,35,Good,No
Technology,Master,m,sourcing,34,Good,No
Sales & Marketing,Master,m,sourcing,36,Good,No
Analytics,Master,m,other,34,Good,No
Sales & Marketing,Bachelor,m,sourcing,31,Good,No
Analytics,Bachelor,m,other,31,Good,No
Sales & Marketing,Master,m,other,32,Good,No
Technology,Bachelor,f,other,58,Good,No
Sales & Marketing,Bachelor,f,sourcing,26,Good,No
Procurement,Master,m,other,36,Good,No
Procurement,Bachelor,m,other,37,Good,No
Sales & Marketing,Bachelor,m,other,39,Good,No
Procurement,Master,f,sourcing,41,Good,No
Sales & Marketing,Bachelor,m,other,44,Good,No
Operations,Master,m,other,46,Good,No
Operations,Bachelor,f,sourcing,27,Good,No
Finance,Bachelor,m,sourcing,31,Good,No
Operations,Bachelor,m,other,27,Good,Yes
Operations,Bachelor,m,sourcing,33,Good,No
Procurement,Bachelor,f,other,28,Good,No
Procurement,Bachelor,f,sourcing,30,Good,No
Operations,PHD,f,other,32,Good,No
Procurement,Bachelor,f,other,31,Good,No
Operations,Master,f,sourcing,36,Good,No
R&D,Bachelor,m,other,30,Good,No
Sales & Marketing,Master,f,other,35,Good,No
Sales & Marketing,Bachelor,f,other,35,Good,No
Procurement,Bachelor,f,other,25,Good,No
Operations,Bachelor,m,other,40,Good,No
Procurement,Bachelor,m,sourcing,33,Good,No
Sales & Marketing,Bachelor,m,other,27,Good,No
Technology,Bachelor,f,other,36,Good,No
Legal,Bachelor,m,sourcing,55,Good,No
Analytics,Bachelor,m,sourcing,33,Good,No
Technology,Bachelor,f,other,29,Good,No
Sales & Marketing,Bachelor,f,sourcing,44,Good,No
Technology,Bachelor,m,sourcing,27,Good,No
Procurement,Bachelor,f,sourcing,43,Good,No
Analytics,Bachelor,m,other,28,Good,No
Sales & Marketing,Master,f,sourcing,34,Good,No
Sales & Marketing,PHD,m,other,32,Good,No
Operations,Master,m,other,40,Good,No
Procurement,Master,m,sourcing,38,Good,No
Finance,Bachelor,m,sourcing,30,Good,No
HR,Bachelor,f,other,42,Good,No
Technology,Bachelor,m,other,27,Good,No
Finance,Bachelor,m,other,26,Good,No
Technology,Bachelor,m,other,36,Good,No
Technology,Bachelor,m,other,59,Good,No
Sales & Marketing,Bachelor,m,other,34,Good,No
Procurement,Bachelor,f,sourcing,39,Good,No
Operations,Bachelor,m,sourcing,46,Good,No
Operations,Bachelor,f,other,34,Good,No
Procurement,Bachelor,f,other,32,Good,Yes
Analytics,Master,m,sourcing,43,Good,No
Legal,Bachelor,m,sourcing,25,Good,No
Sales & Marketing,Bachelor,m,referred,32,Good,No
Operations,Master,f,other,42,Good,No
Operations,Bachelor,m,sourcing,44,Good,No
Procurement,Bachelor,m,other,39,Good,No
Operations,Bachelor,f,sourcing,36,Good,No
Operations,Bachelor,m,sourcing,36,Good,No
Sales & Marketing,Master,m,other,35,Good,No
Legal,Bachelor,m,sourcing,29,Good,No
Procurement,Bachelor,f,other,51,Outstanding,Yes
Procurement,Bachelor,f,sourcing,39,Good,Yes
Operations,Bachelor,m,sourcing,31,Good,No
Analytics,Bachelor,m,other,31,Good,No
Finance,Bachelor,f,sourcing,27,Outstanding,No
Sales & Marketing,Master,m,other,39,Good,No
Sales & Marketing,Bachelor,m,sourcing,46,Good,No
Operations,Bachelor,m,other,30,Good,No
Sales & Marketing,Master,m,sourcing,31,Outstanding,No
Operations,Bachelor,f,sourcing,26,Good,No
Finance,Master,m,other,57,Good,No
Procurement,Master,m,other,42,Good,Yes
Sales & Marketing,Bachelor,m,other,37,Good,Yes
Finance,Bachelor,m,sourcing,28,Good,No
HR,Bachelor,m,other,60,Good,No
Technology,Bachelor,f,other,29,Good,No
Technology,Master,f,other,51,Good,No
Operations,Bachelor,f,other,30,Good,No
Technology,Bachelor,m,sourcing,27,Good,No
Technology,Master,m,other,41,Good,No
Procurement,Bachelor,f,other,31,Good,No
Sales & Marketing,Master,m,sourcing,44,Good,Yes
Procurement,Bachelor,f,sourcing,30,Good,No
Operations,Master,f,other,35,Good,No
HR,Bachelor,f,other,38,Good,No
Sales & Marketing,Bachelor,m,other,25,Good,No
Technology,Bachelor,m,sourcing,28,Good,No
Technology,Master,m,other,35,Good,No
Sales & Marketing,Bachelor,m,other,29,Good,No
Analytics,Master,m,sourcing,37,Good,No
Legal,Bachelor,m,sourcing,31,Good,No
Operations,Master,f,sourcing,38,Good,No
Sales & Marketing,Bachelor,m,sourcing,41,Good,No
HR,Master,f,sourcing,48,Good,No
Operations,Master,f,other,33,Good,No
Operations,Bachelor,m,other,33,Good,No
Operations,Bachelor,m,other,35,Good,No
Finance,Bachelor,m,sourcing,31,Good,Yes
Procurement,Bachelor,m,other,41,Good,No
Operations,Bachelor,m,sourcing,29,Good,No
Sales & Marketing,Bachelor,f,sourcing,30,Good,No
Sales & Marketing,Bachelor,m,other,29,Good,No
Operations,Master,m,other,31,Outstanding,No
Operations,Bachelor,m,sourcing,30,Good,No
HR,Master,m,other,34,Outstanding,No
Sales & Marketing,Bachelor,m,other,32,Good,No
Operations,PHD,m,other,25,Good,Yes
Finance,Bachelor,m,other,25,Good,No
Analytics,Bachelor,m,other,36,Good,No
Sales & Marketing,Bachelor,m,sourcing,52,Good,No
Analytics,Bachelor,m,other,28,Good,No
Sales & Marketing,Bachelor,m,sourcing,28,Good,No
Analytics,Bachelor,m,sourcing,24,Good,No
Finance,Master,m,other,44,Good,No
Operations,Bachelor,m,other,28,Good,No
Sales & Marketing,Bachelor,m,sourcing,27,Good,No
HR,Bachelor,m,other,24,Good,No
Procurement,Bachelor,m,sourcing,42,Good,No
Sales & Marketing,Master,m,sourcing,26,Good,No
Analytics,Bachelor,m,sourcing,28,Good,Yes
HR,Bachelor,m,other,26,Good,No
Sales & Marketing,Bachelor,m,sourcing,30,Good,No
HR,Master,m,other,38,Good,No
Analytics,Master,m,other,32,Good,No
Sales & Marketing,Bachelor,f,other,56,Good,No
Sales & Marketing,Bachelor,m,other,27,Good,Yes
Analytics,Bachelor,f,sourcing,34,Good,No
Procurement,Bachelor,m,sourcing,31,Good,No
HR,Bachelor,f,referred,26,Good,No
Sales & Marketing,PHD,m,other,41,Good,No
Procurement,Master,f,sourcing,36,Good,No
Technology,Bachelor,m,other,24,Good,No
Technology,Bachelor,f,other,30,Good,No
Sales & Marketing,Bachelor,m,other,28,Good,No
Operations,Master,m,sourcing,37,Good,No
Finance,Bachelor,m,sourcing,25,Good,No
Sales & Marketing,Master,m,other,35,Good,Yes
Technology,Bachelor,m,sourcing,30,Good,No
Procurement,Bachelor,f,referred,37,Good,Yes
Procurement,Master,f,other,37,Good,No
Operations,Master,m,other,38,Good,No
Sales & Marketing,Bachelor,m,sourcing,33,Good,No
Operations,Bachelor,f,sourcing,34,Good,No
Operations,Bachelor,m,other,28,Good,No
Technology,Bachelor,m,other,40,Good,No
Operations,Bachelor,m,sourcing,35,Good,No
Sales & Marketing,PHD,m,other,24,Good,No
Analytics,Bachelor,m,sourcing,29,Good,No
Operations,Bachelor,f,other,28,Good,No
Operations,Bachelor,m,other,54,Good,No
Finance,Bachelor,m,other,28,Good,No
Operations,Master,m,sourcing,42,Good,Yes
Operations,Bachelor,f,other,37,Good,No
Technology,Master,m,other,37,Good,No
Technology,Bachelor,m,sourcing,29,Good,Yes
Procurement,Bachelor,f,other,32,Good,No
Technology,Bachelor,m,referred,55,Good,No
Sales & Marketing,PHD,m,other,24,Good,No
Sales & Marketing,Master,f,sourcing,45,Good,No
Analytics,Bachelor,m,other,28,Good,Yes
Procurement,Bachelor,f,sourcing,34,Good,No
Analytics,PHD,m,other,26,Good,No
Sales & Marketing,Master,m,other,38,Good,No
Technology,Master,m,sourcing,37,Good,No
Legal,Master,m,sourcing,36,Good,No
Procurement,Bachelor,f,other,28,Good,No
Technology,Master,m,other,39,Good,No
Sales & Marketing,Bachelor,m,other,34,Good,No
Technology,Bachelor,f,sourcing,32,Good,No
Procurement,Bachelor,m,other,37,Good,No
Procurement,Master,f,sourcing,57,Good,No
Operations,Bachelor,m,other,39,Good,No
Sales & Marketing,Bachelor,f,other,50,Good,No
Sales & Marketing,Bachelor,m,sourcing,29,Good,No
Operations,Master,f,other,35,Good,No
Technology,Bachelor,m,sourcing,30,Good,Yes
Sales & Marketing,Bachelor,m,referred,35,Good,No
Technology,Bachelor,m,other,27,Good,No
Legal,Bachelor,m,other,32,Good,No
Procurement,Master,f,other,52,Good,No
Sales & Marketing,Bachelor,f,sourcing,24,Good,No
Sales & Marketing,Bachelor,m,other,29,Good,No
Sales & Marketing,Master,m,sourcing,38,Outstanding,No
Operations,Bachelor,f,sourcing,44,Good,Yes
Operations,Bachelor,f,sourcing,31,Good,No
Operations,Bachelor,m,sourcing,34,Good,No
R&D,Bachelor,m,other,32,Good,No
Sales & Marketing,Bachelor,m,sourcing,38,Good,No
Operations,Bachelor,m,sourcing,31,Good,No
Sales & Marketing,Bachelor,m,other,52,Good,No
Sales & Marketing,Master,m,other,48,Good,No
Analytics,Bachelor,m,other,41,Good,No
Sales & Marketing,PHD,m,sourcing,27,Good,No
Operations,Bachelor,f,other,30,Good,No
Analytics,PHD,m,other,29,Outstanding,Yes
Analytics,PHD,m,sourcing,27,Good,No
Procurement,Master,m,other,37,Good,No
Procurement,Bachelor,m,other,28,Good,No
Operations,Bachelor,m,referred,38,Good,No
Analytics,Bachelor,m,other,27,Good,No
Procurement,Master,f,other,35,Good,No
Technology,Master,m,other,33,Good,No
Operations,Master,f,other,45,Good,No
Operations,Master,m,sourcing,38,Good,No
Analytics,Bachelor,m,sourcing,32,Good,No
Sales & Marketing,Bachelor,m,sourcing,27,Good,No
Technology,Master,f,sourcing,33,Good,No
Sales & Marketing,Master,m,sourcing,31,Good,No
Analytics,Bachelor,m,other,28,Good,No
Operations,Master,m,other,38,Good,No
Procurement,Bachelor,m,other,38,Good,No
Operations,Master,f,other,35,Good,No
Sales & Marketing,Master,m,other,47,Good,No
Sales & Marketing,Bachelor,m,other,29,Good,No
Analytics,Bachelor,f,sourcing,29,Good,No
Sales & Marketing,Bachelor,m,other,35,Good,No
Analytics,Master,m,sourcing,35,Good,No
Procurement,Bachelor,m,other,26,Good,No
Operations,Bachelor,f,sourcing,38,Good,No
Sales & Marketing,Bachelor,m,sourcing,31,Good,No
Sales & Marketing,PHD,m,other,26,Good,No
Sales & Marketing,Bachelor,m,other,32,Good,No
Sales & Marketing,Bachelor,f,sourcing,29,Good,No
Sales & Marketing,Bachelor,f,sourcing,39,Good,Yes
Operations,Master,m,other,46,Good,No
Operations,Bachelor,m,sourcing,47,Good,No
Operations,Master,f,sourcing,41,Good,No
Operations,Bachelor,f,other,29,Good,No
Sales & Marketing,Bachelor,m,other,41,Good,No
Operations,Master,m,other,52,Good,No
Operations,Bachelor,m,other,33,Good,No
HR,Master,m,sourcing,35,Good,No
Finance,Bachelor,m,sourcing,27,Good,No
Sales & Marketing,PHD,m,other,33,Good,No
Procurement,Master,f,other,42,Good,No
Sales & Marketing,Bachelor,m,other,35,Good,No
R&D,Bachelor,m,sourcing,32,Good,No
Procurement,Bachelor,f,other,34,Good,No
Technology,Bachelor,m,other,47,Good,No
Analytics,Bachelor,m,other,29,Good,No
Sales & Marketing,Bachelor,f,sourcing,45,Good,No
Technology,Bachelor,m,other,37,Good,No
Sales & Marketing,Bachelor,f,sourcing,31,Good,No
Technology,Bachelor,m,other,28,Good,No
Sales & Marketing,Bachelor,m,sourcing,27,Good,No
Technology,Bachelor,m,other,30,Good,No
Operations,Bachelor,m,other,38,Good,No
Sales & Marketing,Bachelor,m,sourcing,25,Good,No
Procurement,Bachelor,f,other,25,Good,No
Sales & Marketing,Bachelor,m,other,33,Good,No
Technology,Bachelor,m,sourcing,38,Good,No
Technology,Bachelor,m,sourcing,52,Good,No
Analytics,Bachelor,m,sourcing,49,Good,No
Sales & Marketing,Bachelor,m,sourcing,46,Good,No
Sales & Marketing,Bachelor,f,other,35,Good,No
Technology,Bachelor,f,other,43,Good,No
Technology,PHD,f,other,21,Outstanding,No
Sales & Marketing,Bachelor,m,other,31,Good,No
Analytics,Bachelor,m,sourcing,30,Good,Yes
Sales & Marketing,Bachelor,m,other,39,Good,No
Operations,Bachelor,m,other,31,Good,No
Procurement,Master,m,other,59,Good,No
Technology,Bachelor,m,other,28,Good,Yes
Operations,Bachelor,m,other,34,Good,No
Operations,Master,m,other,39,Good,No
Operations,Bachelor,f,sourcing,32,Good,No
HR,Bachelor,f,sourcing,33,Good,No
Technology,Master,m,sourcing,35,Good,No
Sales & Marketing,Master,f,other,37,Good,No
Sales & Marketing,Bachelor,m,sourcing,38,Good,No
Sales & Marketing,Bachelor,m,other,26,Good,No
Finance,Bachelor,f,sourcing,31,Good,No
Operations,Bachelor,f,sourcing,27,Good,No
Analytics,Master,m,sourcing,40,Good,No
Operations,Bachelor,f,other,34,Good,No
Operations,Bachelor,m,sourcing,26,Good,Yes
Procurement,Master,m,other,41,Good,No
Operations,Bachelor,m,sourcing,32,Good,No
Sales & Marketing,Bachelor,m,sourcing,35,Good,No
Sales & Marketing,Bachelor,m,other,46,Good,No
Procurement,Master,m,sourcing,38,Good,No
Finance,Bachelor,m,sourcing,33,Good,No
Sales & Marketing,Bachelor,m,other,28,Outstanding,No
Sales & Marketing,Master,m,sourcing,32,Good,No
Analytics,Bachelor,m,other,46,Good,No
Technology,Bachelor,m,sourcing,36,Good,No
Operations,Bachelor,m,other,32,Good,No
Sales & Marketing,Bachelor,m,other,33,Good,No
Sales & Marketing,Master,m,other,53,Good,No
Technology,Bachelor,f,other,28,Outstanding,Yes
Sales & Marketing,Bachelor,m,sourcing,31,Good,No
Operations,Master,m,other,55,Good,No
Technology,Master,f,sourcing,34,Good,No
Sales & Marketing,Master,m,sourcing,39,Good,Yes
Legal,Master,m,other,50,Good,No
Sales & Marketing,Bachelor,m,other,35,Good,No
Procurement,Bachelor,m,sourcing,32,Good,No
Procurement,Master,f,other,41,Good,No
Sales & Marketing,Bachelor,f,sourcing,30,Good,No
Operations,Bachelor,m,referred,33,Good,No
Procurement,Master,m,sourcing,47,Good,No
Sales & Marketing,Bachelor,m,other,42,Good,No
Operations,Bachelor,f,other,36,Outstanding,Yes
Sales & Marketing,Master,m,other,37,Good,No
Sales & Marketing,Master,m,other,30,Good,No
Procurement,Master,m,sourcing,47,Good,No
Technology,Bachelor,m,sourcing,33,Good,No
Technology,Bachelor,f,other,27,Good,Yes
Analytics,Bachelor,m,sourcing,37,Good,No
Technology,Bachelor,f,other,28,Good,No
Sales & Marketing,Bachelor,m,other,41,Good,No
Finance,Bachelor,f,other,29,Good,No
Technology,Bachelor,f,sourcing,50,Good,No
Sales & Marketing,Bachelor,m,sourcing,35,Good,Yes
Sales & Marketing,PHD,m,other,47,Good,No
Sales & Marketing,Master,m,other,35,Good,No
Procurement,Master,m,other,40,Good,No
Technology,Bachelor,m,other,44,Good,No
Sales & Marketing,Master,m,other,30,Good,No
Sales & Marketing,Bachelor,f,sourcing,34,Good,No
Analytics,Bachelor,f,sourcing,28,Good,Yes
Technology,Bachelor,f,sourcing,29,Good,No
Analytics,Master,m,other,35,Good,No
Sales & Marketing,Bachelor,f,sourcing,27,Good,No
Sales & Marketing,Bachelor,m,other,29,Good,No
Operations,Bachelor,f,sourcing,33,Good,Yes
HR,Master,m,other,32,Good,No
Operations,Bachelor,m,sourcing,36,Good,No
Operations,Bachelor,m,other,57,Good,No
Procurement,Bachelor,f,other,31,Good,No
Operations,Bachelor,m,other,34,Good,No
Operations,Master,m,other,45,Good,Yes
Sales & Marketing,Bachelor,m,other,25,Good,No
Sales & Marketing,Bachelor,f,other,38,Good,No
Technology,Bachelor,m,other,31,Good,No
Procurement,Master,f,sourcing,36,Good,No
Analytics,Bachelor,m,other,30,Good,No
Procurement,Bachelor,m,other,30,Good,No
Legal,Bachelor,f,sourcing,30,Good,No
Sales & Marketing,Bachelor,m,other,25,Good,No
Analytics,PHD,m,other,30,Good,No
Sales & Marketing,Bachelor,m,other,29,Good,No
Operations,Master,f,other,46,Good,No
Sales & Marketing,Bachelor,m,sourcing,31,Good,No
Finance,Bachelor,m,sourcing,25,Good,No
Operations,Bachelor,f,other,33,Good,No
Technology,Bachelor,m,other,26,Good,No
Operations,Bachelor,f,sourcing,27,Good,No
Analytics,Master,m,other,30,Good,No
Operations,Bachelor,m,other,28,Good,No
Operations,Bachelor,m,other,28,Good,Yes
Finance,Bachelor,m,other,31,Good,No
Operations,Bachelor,f,other,26,Good,No
Operations,Bachelor,m,sourcing,26,Good,No
Sales & Marketing,Bachelor,m,sourcing,30,Good,No
Sales & Marketing,Bachelor,f,sourcing,28,Good,No
Legal,Bachelor,m,other,54,Good,No
Technology,Bachelor,f,sourcing,26,Good,Yes
Procurement,Master,m,sourcing,41,Good,No
Finance,Bachelor,m,other,36,Good,No
Sales & Marketing,Bachelor,m,other,33,Good,No
Procurement,Bachelor,f,other,29,Good,No
Sales & Marketing,Bachelor,m,other,37,Good,No
Sales & Marketing,Bachelor,m,other,29,Good,No
Sales & Marketing,Bachelor,m,other,27,Good,No
Sales & Marketing,Bachelor,m,sourcing,35,Good,No
Finance,Bachelor,f,other,26,Good,Yes
HR,Bachelor,m,other,30,Good,No
Legal,Bachelor,m,other,31,Good,No
Analytics,PHD,m,sourcing,29,Good,No
Analytics,Bachelor,m,other,28,Good,No
Analytics,Bachelor,m,sourcing,43,Good,No
Analytics,Master,m,other,46,Outstanding,No
Operations,Bachelor,m,sourcing,45,Good,No
Procurement,Bachelor,m,other,26,Good,No
Sales & Marketing,Master,f,other,56,Good,No
HR,Bachelor,m,other,51,Good,No
Technology,Bachelor,m,sourcing,27,Good,No
Operations,Bachelor,m,other,50,Good,No
Operations,Bachelor,f,sourcing,39,Good,Yes
Sales & Marketing,Bachelor,m,other,42,Good,No
Procurement,Bachelor,m,sourcing,27,Good,No
Operations,Bachelor,m,sourcing,40,Good,No
Operations,Master,f,sourcing,44,Good,No
Finance,Bachelor,f,sourcing,34,Good,No
Sales & Marketing,PHD,f,other,28,Good,No
Finance,Bachelor,m,other,28,Good,Yes
Sales & Marketing,PHD,m,sourcing,27,Good,No
Operations,Bachelor,m,sourcing,30,Good,No
Analytics,Bachelor,m,other,31,Good,No
Finance,Bachelor,m,sourcing,31,Good,Yes
Procurement,Bachelor,m,other,34,Good,No
Sales & Marketing,Bachelor,m,other,24,Good,No
Sales & Marketing,Bachelor,m,other,31,Good,No
Operations,Bachelor,f,other,28,Good,No
Operations,Master,m,sourcing,46,Good,No
Operations,Master,f,sourcing,37,Good,Yes
Procurement,Bachelor,f,other,27,Good,No
Sales & Marketing,Bachelor,f,other,27,Good,No
R&D,Master,m,sourcing,50,Good,No
HR,Master,m,sourcing,34,Good,No
Sales & Marketing,Bachelor,m,sourcing,43,Good,No
Operations,Bachelor,m,sourcing,44,Good,No
HR,Bachelor,m,other,30,Good,No
Sales & Marketing,Bachelor,m,other,42,Good,No
Procurement,Master,m,other,34,Good,No
Analytics,Bachelor,m,other,31,Good,No
Sales & Marketing,Bachelor,m,sourcing,50,Good,No
Operations,Master,m,sourcing,38,Good,No
Sales & Marketing,Bachelor,m,other,49,Good,Yes
Technology,Bachelor,m,other,27,Good,Yes
Finance,Bachelor,m,sourcing,37,Good,No
Operations,Bachelor,f,other,30,Good,Yes
Procurement,Master,m,other,38,Good,No
Analytics,Bachelor,m,sourcing,27,Good,No
Operations,Bachelor,f,other,28,Good,No
Analytics,PHD,f,other,28,Good,No
Procurement,Master,m,other,44,Good,No
Sales & Marketing,Bachelor,m,other,53,Good,No
Operations,Bachelor,m,other,35,Good,No
Procurement,Master,f,sourcing,41,Good,Yes
Procurement,Bachelor,m,other,30,Good,No
Sales & Marketing,Bachelor,m,other,45,Good,No
Operations,Bachelor,m,sourcing,34,Good,No
Sales & Marketing,Master,m,sourcing,42,Good,No
Procurement,Master,f,other,51,Good,No
Procurement,Master,m,other,39,Good,No
Sales & Marketing,Bachelor,f,sourcing,32,Good,No
Finance,Bachelor,f,other,30,Good,No
Technology,Bachelor,m,sourcing,39,Good,No
Procurement,Master,f,sourcing,60,Good,No
Technology,Bachelor,m,other,27,Good,No
Sales & Marketing,Bachelor,f,other,29,Good,No
Analytics,Bachelor,m,other,28,Good,No
Operations,Master,m,other,52,Good,No
Sales & Marketing,Bachelor,m,sourcing,28,Good,No
Procurement,Bachelor,m,other,29,Good,No
