age,workclass,education,marital.status,occupation,sex,native.country,income
27,Private,HS-grad,Never-married,Sales,Female,United-States,<=50K
52,Private,Some-college,Widowed,Sales,Female,United-States,<=50K
57,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,United-States,<=50K
23,Private,Some-college,Never-married,Adm-clerical,Male,Vietnam,<=50K
29,Self-emp-not-inc,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,United-States,<=50K
34,Private,HS-grad,Never-married,Transport-moving,Male,United-States,<=50K
38,Private,HS-grad,Never-married,Other-service,Female,United-States,<=50K
50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,United-States,>50K
50,Private,11th,Married-civ-spouse,Transport-moving,Male,United-States,<=50K
51,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Female,United-States,>50K
17,Self-emp-inc,10th,Never-married,Craft-repair,Male,United-States,<=50K
25,Private,11th,Married-spouse-absent,Handlers-cleaners,Female,Mexico,<=50K
19,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,United-States,<=50K
43,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Male,United-States,<=50K
18,Private,9th,Never-married,Machine-op-inspct,Male,Mexico,<=50K
27,Private,Masters,Never-married,Exec-managerial,Female,United-States,<=50K
39,Private,Assoc-voc,Never-married,Farming-fishing,Male,United-States,<=50K
44,Private,Bachelors,Married-civ-spouse,Sales,Male,United-States,>50K
19,Private,HS-grad,Never-married,Adm-clerical,Female,United-States,<=50K
32,Local-gov,HS-grad,Never-married,Other-service,Male,United-States,<=50K
48,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,United-States,>50K
46,Private,Assoc-acdm,Married-civ-spouse,Sales,Male,United-States,<=50K
65,Private,11th,Widowed,Sales,Female,United-States,<=50K
57,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
48,Private,HS-grad,Never-married,Other-service,Female,Haiti,<=50K
27,Private,10th,Married-civ-spouse,Handlers-cleaners,Male,United-States,<=50K
21,?,HS-grad,Never-married,?,Female,United-States,<=50K
20,?,Some-college,Never-married,?,Female,United-States,<=50K
51,?,HS-grad,Married-civ-spouse,?,Male,United-States,<=50K
29,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,United-States,<=50K
65,Private,HS-grad,Widowed,Other-service,Female,United-States,<=50K
20,?,HS-grad,Married-spouse-absent,?,Female,United-States,<=50K
47,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Male,United-States,<=50K
17,Private,9th,Never-married,Craft-repair,Female,United-States,<=50K
38,Local-gov,5th-6th,Married-civ-spouse,Handlers-cleaners,Male,Mexico,<=50K
38,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
39,Self-emp-not-inc,HS-grad,Never-married,Sales,Female,United-States,<=50K
24,?,HS-grad,Separated,?,Female,United-States,<=50K
52,Private,10th,Married-civ-spouse,Machine-op-inspct,Male,United-States,<=50K
46,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
22,Private,Bachelors,Never-married,Exec-managerial,Female,United-States,<=50K
56,Private,Masters,Never-married,Sales,Male,United-States,<=50K
37,Self-emp-not-inc,11th,Divorced,Prof-specialty,Female,United-States,<=50K
55,Private,Bachelors,Divorced,Sales,Male,United-States,>50K
31,Private,9th,Never-married,Craft-repair,Male,United-States,<=50K
22,Private,Some-college,Never-married,Sales,Male,Philippines,<=50K
48,Self-emp-not-inc,Doctorate,Never-married,Prof-specialty,Female,United-States,>50K
63,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,<=50K
53,Private,HS-grad,Never-married,Farming-fishing,Male,United-States,<=50K
38,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Male,?,>50K
39,Private,Assoc-acdm,Married-civ-spouse,Sales,Male,United-States,<=50K
55,Private,Prof-school,Married-spouse-absent,Prof-specialty,Male,United-States,<=50K
45,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,United-States,<=50K
39,Private,Some-college,Divorced,Adm-clerical,Female,United-States,<=50K
60,State-gov,HS-grad,Widowed,Adm-clerical,Female,United-States,<=50K
38,Private,Bachelors,Divorced,Prof-specialty,Female,United-States,<=50K
31,Private,HS-grad,Divorced,Adm-clerical,Male,United-States,<=50K
61,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
66,?,Bachelors,Married-civ-spouse,?,Male,United-States,<=50K
26,Private,Bachelors,Never-married,Sales,Male,South,<=50K
68,?,7th-8th,Widowed,?,Female,United-States,<=50K
32,Private,Some-college,Divorced,Exec-managerial,Male,United-States,<=50K
25,Local-gov,Bachelors,Never-married,Exec-managerial,Female,United-States,<=50K
43,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Male,?,<=50K
26,?,Bachelors,Never-married,?,Male,United-States,<=50K
66,Private,10th,Widowed,Transport-moving,Female,United-States,<=50K
31,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,United-States,<=50K
35,Private,5th-6th,Married-civ-spouse,Machine-op-inspct,Male,?,<=50K
56,Private,Masters,Married-civ-spouse,Prof-specialty,Male,?,>50K
22,Private,Some-college,Never-married,Other-service,Male,United-States,<=50K
46,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
33,Private,Some-college,Married-civ-spouse,Other-service,Female,United-States,<=50K
26,State-gov,Masters,Married-civ-spouse,Prof-specialty,Male,United-States,<=50K
42,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,Male,United-States,<=50K
45,Private,HS-grad,Never-married,Other-service,Female,United-States,<=50K
43,Private,Some-college,Married-civ-spouse,Prof-specialty,Female,Puerto-Rico,<=50K
19,Private,11th,Never-married,Sales,Male,?,<=50K
27,Private,Bachelors,Never-married,Exec-managerial,Female,United-States,<=50K
42,Private,HS-grad,Never-married,Transport-moving,Male,United-States,<=50K
38,Private,Bachelors,Married-civ-spouse,Tech-support,Male,United-States,>50K
44,Private,HS-grad,Divorced,Adm-clerical,Female,United-States,<=50K
36,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,United-States,>50K
37,Private,HS-grad,Married-civ-spouse,Other-service,Female,Philippines,<=50K
29,Private,Bachelors,Never-married,Exec-managerial,Male,United-States,>50K
53,?,HS-grad,Divorced,?,Female,United-States,<=50K
42,Self-emp-not-inc,Bachelors,Married-spouse-absent,Exec-managerial,Male,Poland,<=50K
80,Private,Some-college,Widowed,Adm-clerical,Female,United-States,<=50K
61,Private,11th,Married-civ-spouse,Transport-moving,Male,United-States,<=50K
20,Private,Some-college,Never-married,Other-service,Female,United-States,<=50K
23,Private,HS-grad,Never-married,Craft-repair,Male,United-States,<=50K
48,Federal-gov,Some-college,Married-civ-spouse,Craft-repair,Male,United-States,>50K
24,Private,Bachelors,Never-married,Exec-managerial,Female,United-States,<=50K
71,State-gov,HS-grad,Married-civ-spouse,Craft-repair,Male,United-States,<=50K
55,Private,11th,Married-civ-spouse,Other-service,Female,United-States,<=50K
39,Federal-gov,HS-grad,Never-married,Armed-Forces,Male,United-States,<=50K
22,Private,Bachelors,Never-married,Adm-clerical,Female,United-States,<=50K
67,Federal-gov,Bachelors,Widowed,Adm-clerical,Female,United-States,<=50K
18,Private,HS-grad,Never-married,Sales,Female,United-States,<=50K
38,?,7th-8th,Married-civ-spouse,?,Male,United-States,<=50K
50,Private,HS-grad,Divorced,Adm-clerical,Female,United-States,<=50K
56,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Farming-fishing,Female,United-States,<=50K
23,Private,Some-college,Never-married,Other-service,Female,United-States,<=50K
26,Private,Some-college,Married-civ-spouse,Transport-moving,Male,United-States,<=50K
32,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,United-States,<=50K
27,Private,HS-grad,Married-spouse-absent,Farming-fishing,Female,Mexico,<=50K
43,Private,Assoc-acdm,Married-civ-spouse,Handlers-cleaners,Male,United-States,<=50K
31,State-gov,Some-college,Married-civ-spouse,Craft-repair,Male,United-States,>50K
57,Private,Some-college,Married-civ-spouse,Craft-repair,Male,United-States,>50K
25,Private,Bachelors,Never-married,Exec-managerial,Male,United-States,<=50K
22,Private,Assoc-voc,Never-married,Other-service,Female,United-States,<=50K
20,Local-gov,Assoc-voc,Never-married,Adm-clerical,Female,United-States,<=50K
39,Private,Some-college,Divorced,Exec-managerial,Female,Mexico,<=50K
27,State-gov,Masters,Never-married,Prof-specialty,Male,United-States,<=50K
41,Local-gov,HS-grad,Separated,Transport-moving,Male,United-States,<=50K
31,Local-gov,Bachelors,Never-married,Prof-specialty,Male,United-States,<=50K
41,Private,Assoc-acdm,Married-civ-spouse,Sales,Male,United-States,<=50K
25,Private,Bachelors,Never-married,Exec-managerial,Male,United-States,<=50K
29,State-gov,Assoc-acdm,Never-married,Prof-specialty,Male,United-States,>50K
22,Private,HS-grad,Married-civ-spouse,Other-service,Male,United-States,<=50K
62,Private,7th-8th,Married-civ-spouse,Protective-serv,Male,United-States,<=50K
29,Federal-gov,HS-grad,Divorced,Exec-managerial,Female,United-States,<=50K
44,Private,Some-college,Married-civ-spouse,Exec-managerial,Female,United-States,>50K
32,Private,Bachelors,Married-civ-spouse,Adm-clerical,Female,United-States,<=50K
19,?,HS-grad,Never-married,?,Female,United-States,<=50K
20,Private,Assoc-voc,Never-married,Machine-op-inspct,Female,United-States,<=50K
65,State-gov,Some-college,Married-civ-spouse,Machine-op-inspct,Male,United-States,>50K
24,Private,HS-grad,Never-married,Handlers-cleaners,Female,United-States,<=50K
37,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
43,Local-gov,HS-grad,Divorced,Tech-support,Female,United-States,<=50K
38,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Female,United-States,>50K
28,Private,Assoc-acdm,Never-married,Sales,Female,United-States,<=50K
32,Private,HS-grad,Married-civ-spouse,Adm-clerical,Female,United-States,>50K
38,Private,Masters,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
33,Private,Some-college,Divorced,Tech-support,Female,United-States,<=50K
42,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
27,Private,HS-grad,Never-married,Craft-repair,Male,United-States,<=50K
41,Private,HS-grad,Divorced,Handlers-cleaners,Male,United-States,<=50K
47,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
55,Private,11th,Married-civ-spouse,Exec-managerial,Male,United-States,<=50K
30,Self-emp-not-inc,Some-college,Never-married,Craft-repair,Male,United-States,<=50K
54,Private,Some-college,Widowed,Craft-repair,Female,United-States,<=50K
40,Private,Bachelors,Married-civ-spouse,Adm-clerical,Male,United-States,>50K
21,Private,HS-grad,Never-married,Adm-clerical,Female,United-States,<=50K
34,Private,Bachelors,Divorced,Craft-repair,Female,United-States,<=50K
30,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
31,Private,Some-college,Never-married,Adm-clerical,Female,United-States,<=50K
22,Private,HS-grad,Never-married,Transport-moving,Male,United-States,<=50K
37,Private,HS-grad,Married-civ-spouse,Other-service,Male,United-States,>50K
41,?,9th,Married-civ-spouse,?,Female,Hong,<=50K
52,Local-gov,Masters,Never-married,Prof-specialty,Female,United-States,<=50K
57,Self-emp-inc,Some-college,Married-civ-spouse,Prof-specialty,Male,United-States,<=50K
48,Private,Some-college,Divorced,Adm-clerical,Female,United-States,<=50K
58,Private,HS-grad,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
35,Self-emp-not-inc,9th,Married-civ-spouse,Craft-repair,Male,United-States,<=50K
40,Private,HS-grad,Never-married,Exec-managerial,Female,United-States,<=50K
30,Private,HS-grad,Divorced,Sales,Female,United-States,<=50K
26,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Male,Outlying-US(Guam-USVI-etc),<=50K
46,Self-emp-not-inc,HS-grad,Married-civ-spouse,Prof-specialty,Male,United-States,<=50K
26,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Male,United-States,<=50K
50,Federal-gov,Bachelors,Divorced,Prof-specialty,Female,United-States,<=50K
22,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,United-States,>50K
36,Private,Masters,Widowed,Tech-support,Female,India,<=50K
30,Private,HS-grad,Married-civ-spouse,Sales,Male,United-States,>50K
58,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
17,?,11th,Never-married,?,Male,United-States,<=50K
19,Private,HS-grad,Never-married,Adm-clerical,Female,United-States,<=50K
29,Private,7th-8th,Married-civ-spouse,Other-service,Female,Mexico,<=50K
20,?,HS-grad,Never-married,?,Female,United-States,<=50K
30,Private,Some-college,Married-civ-spouse,Craft-repair,Male,United-States,<=50K
47,Self-emp-not-inc,Some-college,Divorced,Other-service,Female,United-States,<=50K
51,Private,Some-college,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
26,Private,10th,Married-civ-spouse,Handlers-cleaners,Male,United-States,<=50K
24,Private,Some-college,Never-married,Exec-managerial,Male,United-States,<=50K
44,Private,Masters,Divorced,Sales,Male,Iran,<=50K
43,Private,HS-grad,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
35,Private,Bachelors,Never-married,Exec-managerial,Male,United-States,<=50K
41,Private,HS-grad,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
38,Private,Some-college,Divorced,Adm-clerical,Female,United-States,<=50K
54,Private,10th,Separated,Sales,Female,Italy,<=50K
62,Private,HS-grad,Never-married,Craft-repair,Male,United-States,<=50K
45,Private,Doctorate,Married-civ-spouse,Exec-managerial,Male,United-States,<=50K
30,Private,HS-grad,Never-married,Exec-managerial,Female,Jamaica,<=50K
32,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,United-States,<=50K
23,Self-emp-not-inc,HS-grad,Divorced,Other-service,Female,United-States,<=50K
84,Local-gov,Assoc-voc,Widowed,Adm-clerical,Female,United-States,<=50K
46,Private,Bachelors,Never-married,Prof-specialty,Male,United-States,<=50K
29,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
33,Private,Assoc-voc,Never-married,Exec-managerial,Male,United-States,>50K
23,Private,Some-college,Married-civ-spouse,Tech-support,Male,United-States,<=50K
63,?,HS-grad,Married-civ-spouse,?,Male,United-States,>50K
42,State-gov,Prof-school,Divorced,Prof-specialty,Female,United-States,<=50K
17,Private,11th,Never-married,Other-service,Female,United-States,<=50K
60,Private,5th-6th,Married-civ-spouse,Transport-moving,Male,United-States,<=50K
31,Private,12th,Divorced,Transport-moving,Male,United-States,<=50K
28,Private,7th-8th,Never-married,Adm-clerical,Male,Portugal,<=50K
31,Private,9th,Married-civ-spouse,Handlers-cleaners,Male,United-States,<=50K
61,Private,HS-grad,Divorced,Handlers-cleaners,Female,United-States,<=50K
43,State-gov,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
40,State-gov,Some-college,Never-married,Adm-clerical,Female,United-States,<=50K
39,Private,HS-grad,Never-married,Exec-managerial,Male,United-States,<=50K
37,Local-gov,Some-college,Married-spouse-absent,Adm-clerical,Female,United-States,<=50K
47,Private,Some-college,Married-civ-spouse,Craft-repair,Male,United-States,<=50K
45,Federal-gov,Some-college,Married-civ-spouse,Transport-moving,Male,United-States,>50K
30,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,United-States,<=50K
30,Self-emp-not-inc,Prof-school,Never-married,Prof-specialty,Male,United-States,<=50K
51,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Male,United-States,>50K
31,Private,Bachelors,Never-married,Prof-specialty,Female,United-States,>50K
48,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Female,United-States,>50K
20,Private,Some-college,Never-married,Adm-clerical,Female,United-States,<=50K
31,?,Some-college,Never-married,?,Female,United-States,<=50K
19,Private,HS-grad,Never-married,Adm-clerical,Male,United-States,<=50K
50,Private,Masters,Divorced,Exec-managerial,Female,United-States,<=50K
33,Private,HS-grad,Married-civ-spouse,Exec-managerial,Male,United-States,<=50K
25,?,Bachelors,Never-married,?,Male,United-States,<=50K
30,Private,Some-college,Married-civ-spouse,Transport-moving,Male,United-States,<=50K
23,Private,Bachelors,Never-married,Sales,Male,United-States,<=50K
24,Private,Assoc-voc,Never-married,Sales,Male,United-States,<=50K
28,Private,Assoc-voc,Never-married,Adm-clerical,Female,United-States,<=50K
38,Private,HS-grad,Never-married,Adm-clerical,Female,United-States,<=50K
52,Federal-gov,Bachelors,Married-civ-spouse,Protective-serv,Male,United-States,>50K
32,Private,Some-college,Never-married,Craft-repair,Male,United-States,<=50K
37,Private,Assoc-voc,Separated,Prof-specialty,Female,United-States,<=50K
36,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
39,Private,Bachelors,Married-civ-spouse,Adm-clerical,Male,United-States,>50K
55,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Male,United-States,<=50K
40,Local-gov,Assoc-voc,Divorced,Exec-managerial,Female,United-States,<=50K
42,Private,11th,Married-civ-spouse,Transport-moving,Male,United-States,<=50K
35,Private,Bachelors,Never-married,Prof-specialty,Male,United-States,<=50K
39,Private,HS-grad,Divorced,Other-service,Female,United-States,<=50K
32,Local-gov,Assoc-voc,Married-spouse-absent,Craft-repair,Male,United-States,<=50K
22,Private,11th,Never-married,Craft-repair,Male,United-States,<=50K
53,Local-gov,Some-college,Divorced,Adm-clerical,Female,United-States,<=50K
25,Private,HS-grad,Never-married,Adm-clerical,Male,United-States,<=50K
17,Never-worked,10th,Never-married,?,Male,United-States,<=50K
44,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,United-States,>50K
52,Private,Masters,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
42,State-gov,HS-grad,Married-civ-spouse,Transport-moving,Male,United-States,<=50K
34,Private,11th,Married-civ-spouse,Transport-moving,Male,United-States,<=50K
27,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Male,United-States,<=50K
37,Private,HS-grad,Never-married,Machine-op-inspct,Male,United-States,<=50K
26,Private,HS-grad,Married-civ-spouse,Prof-specialty,Male,United-States,<=50K
57,Private,HS-grad,Divorced,Sales,Female,United-States,<=50K
36,Self-emp-not-inc,Assoc-voc,Separated,Exec-managerial,Male,United-States,<=50K
27,Private,Bachelors,Never-married,Sales,Female,United-States,<=50K
17,Private,11th,Never-married,Handlers-cleaners,Male,United-States,<=50K
30,Private,5th-6th,Married-civ-spouse,Craft-repair,Male,Mexico,<=50K
37,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Female,United-States,>50K
31,Local-gov,Bachelors,Never-married,Sales,Female,United-States,<=50K
23,Private,Assoc-acdm,Never-married,Adm-clerical,Female,United-States,<=50K
32,Private,10th,Never-married,Craft-repair,Male,United-States,<=50K
58,Private,HS-grad,Married-civ-spouse,Sales,Male,United-States,>50K
31,Private,HS-grad,Never-married,Other-service,Female,United-States,<=50K
44,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
42,Private,Bachelors,Married-civ-spouse,Transport-moving,Male,United-States,>50K
45,Private,HS-grad,Married-civ-spouse,Adm-clerical,Male,United-States,<=50K
20,Private,HS-grad,Never-married,Craft-repair,Male,United-States,<=50K
35,Private,HS-grad,Married-civ-spouse,Adm-clerical,Male,United-States,<=50K
50,Private,Assoc-acdm,Married-civ-spouse,Tech-support,Male,United-States,<=50K
56,Private,HS-grad,Never-married,Handlers-cleaners,Male,United-States,<=50K
48,Private,Assoc-voc,Married-civ-spouse,Sales,Male,United-States,>50K
58,Self-emp-not-inc,Masters,Widowed,Other-service,Female,United-States,<=50K
32,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Male,United-States,<=50K
23,Private,Some-college,Never-married,Sales,Female,United-States,<=50K
48,Private,HS-grad,Divorced,Machine-op-inspct,Male,United-States,<=50K
33,Private,HS-grad,Divorced,Protective-serv,Male,United-States,<=50K
48,Private,Bachelors,Never-married,Prof-specialty,Female,Mexico,<=50K
40,Local-gov,Assoc-voc,Never-married,Exec-managerial,Female,United-States,<=50K
50,Private,Some-college,Married-civ-spouse,Prof-specialty,Male,United-States,<=50K
52,Self-emp-not-inc,10th,Married-civ-spouse,Craft-repair,Male,United-States,<=50K
19,Private,HS-grad,Never-married,Other-service,Female,United-States,<=50K
36,Self-emp-not-inc,Prof-school,Married-civ-spouse,Sales,Male,United-States,>50K
39,Private,Bachelors,Separated,Prof-specialty,Female,Philippines,>50K
22,Private,Some-college,Never-married,Adm-clerical,Female,United-States,<=50K
33,Private,Some-college,Married-civ-spouse,Other-service,Male,United-States,<=50K
35,Private,Masters,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
50,Private,11th,Widowed,Machine-op-inspct,Female,United-States,<=50K
43,Private,Some-college,Divorced,Adm-clerical,Female,United-States,<=50K
29,Private,Assoc-voc,Never-married,Tech-support,Male,United-States,<=50K
56,Private,Some-college,Married-civ-spouse,Transport-moving,Male,United-States,<=50K
24,Private,HS-grad,Married-civ-spouse,Sales,Male,United-States,<=50K
46,Private,Assoc-voc,Divorced,Sales,Female,United-States,<=50K
48,Self-emp-inc,Masters,Married-civ-spouse,Other-service,Male,United-States,<=50K
65,Local-gov,11th,Married-civ-spouse,Transport-moving,Male,United-States,<=50K
44,Private,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
73,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Male,United-States,>50K
21,Private,Some-college,Never-married,Tech-support,Female,United-States,<=50K
43,Federal-gov,Masters,Married-civ-spouse,Protective-serv,Male,United-States,>50K
21,Private,HS-grad,Never-married,Craft-repair,Male,United-States,<=50K
30,Private,Some-college,Separated,Transport-moving,Male,United-States,<=50K
54,Private,Bachelors,Married-civ-spouse,Tech-support,Male,United-States,<=50K
19,Private,Some-college,Never-married,Other-service,Female,United-States,<=50K
55,State-gov,Some-college,Married-civ-spouse,Adm-clerical,Female,United-States,<=50K
20,Private,Some-college,Never-married,Sales,Female,United-States,<=50K
53,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,Greece,<=50K
51,Private,Masters,Never-married,Prof-specialty,Male,United-States,>50K
33,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,United-States,<=50K
62,Private,Some-college,Widowed,Priv-house-serv,Female,United-States,<=50K
24,Self-emp-not-inc,HS-grad,Never-married,Other-service,Male,United-States,<=50K
17,Self-emp-inc,9th,Never-married,Sales,Female,United-States,<=50K
26,Private,Some-college,Never-married,Adm-clerical,Female,United-States,<=50K
36,Private,HS-grad,Divorced,Craft-repair,Male,United-States,<=50K
32,Private,10th,Married-civ-spouse,Exec-managerial,Female,United-States,<=50K
58,Private,Doctorate,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
38,Private,Bachelors,Married-civ-spouse,Tech-support,Male,United-States,>50K
26,Federal-gov,HS-grad,Divorced,Adm-clerical,Female,United-States,<=50K
45,?,HS-grad,Widowed,?,Female,United-States,<=50K
72,?,Assoc-voc,Widowed,?,Female,United-States,<=50K
27,Private,HS-grad,Married-civ-spouse,Sales,Male,Guatemala,<=50K
38,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Male,United-States,>50K
28,Private,Some-college,Never-married,Adm-clerical,Male,United-States,<=50K
38,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Male,United-States,>50K
29,Private,HS-grad,Married-civ-spouse,Sales,Male,United-States,>50K
28,Private,Bachelors,Never-married,Handlers-cleaners,Male,United-States,<=50K
70,?,Bachelors,Divorced,?,Female,United-States,<=50K
40,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Male,United-States,>50K
26,Private,Assoc-voc,Divorced,Craft-repair,Male,United-States,<=50K
43,Private,Assoc-acdm,Married-civ-spouse,Sales,Male,United-States,<=50K
29,Private,Some-college,Married-civ-spouse,Adm-clerical,Female,United-States,>50K
25,Federal-gov,Some-college,Married-civ-spouse,Protective-serv,Male,United-States,<=50K
29,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,United-States,>50K
60,Private,1st-4th,Divorced,Craft-repair,Male,Dominican-Republic,<=50K
31,Private,Bachelors,Married-civ-spouse,Adm-clerical,Female,United-States,<=50K
51,Local-gov,7th-8th,Married-civ-spouse,Transport-moving,Male,United-States,<=50K
18,Private,Some-college,Never-married,Adm-clerical,Female,United-States,<=50K
36,Private,Bachelors,Divorced,Tech-support,Male,United-States,<=50K
35,Private,Bachelors,Married-civ-spouse,Adm-clerical,Male,Philippines,>50K
48,Private,Bachelors,Divorced,Adm-clerical,Male,United-States,>50K
78,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Male,United-States,<=50K
72,Private,Bachelors,Married-civ-spouse,Protective-serv,Male,United-States,<=50K
24,Private,Some-college,Never-married,Exec-managerial,Male,United-States,<=50K
58,?,11th,Married-civ-spouse,?,Male,United-States,<=50K
48,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Male,United-States,<=50K
28,Private,HS-grad,Divorced,Adm-clerical,Female,United-States,<=50K
26,Private,Masters,Never-married,Other-service,Female,United-States,<=50K
29,Private,Bachelors,Never-married,Sales,Female,United-States,<=50K
47,Private,5th-6th,Married-civ-spouse,Other-service,Male,Jamaica,<=50K
50,Private,Bachelors,Divorced,Exec-managerial,Female,United-States,>50K
35,Federal-gov,5th-6th,Never-married,Craft-repair,Male,Mexico,<=50K
17,Private,11th,Never-married,Transport-moving,Male,United-States,<=50K
41,Private,Some-college,Married-civ-spouse,Craft-repair,Male,United-States,>50K
37,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,United-States,<=50K
35,Local-gov,HS-grad,Married-civ-spouse,Other-service,Male,United-States,<=50K
56,Private,7th-8th,Married-civ-spouse,Craft-repair,Male,Portugal,<=50K
23,Private,Some-college,Married-civ-spouse,Transport-moving,Male,United-States,<=50K
33,Private,Assoc-acdm,Divorced,Prof-specialty,Female,United-States,<=50K
79,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
28,Private,Bachelors,Never-married,Prof-specialty,Male,United-States,<=50K
55,Private,11th,Divorced,Sales,Female,United-States,<=50K
55,State-gov,Masters,Married-civ-spouse,Prof-specialty,Male,United-States,<=50K
22,Private,Bachelors,Never-married,Prof-specialty,Female,United-States,<=50K
19,Private,11th,Never-married,Sales,Female,Philippines,<=50K
41,Private,5th-6th,Married-spouse-absent,Farming-fishing,Male,Mexico,<=50K
32,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Male,Italy,<=50K
45,Private,HS-grad,Divorced,Other-service,Female,United-States,<=50K
61,Private,5th-6th,Married-civ-spouse,Farming-fishing,Female,Mexico,<=50K
34,Private,Bachelors,Never-married,Sales,Female,United-States,<=50K
43,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Craft-repair,Male,United-States,<=50K
35,Private,Doctorate,Married-civ-spouse,Prof-specialty,Male,United-States,<=50K
65,Private,HS-grad,Divorced,Protective-serv,Male,United-States,<=50K
24,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,England,>50K
37,Private,HS-grad,Married-civ-spouse,Adm-clerical,Male,United-States,<=50K
34,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Male,United-States,<=50K
42,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,United-States,>50K
18,Private,7th-8th,Never-married,Other-service,Female,United-States,<=50K
43,Federal-gov,Some-college,Widowed,Exec-managerial,Female,United-States,<=50K
31,Private,Some-college,Married-civ-spouse,Other-service,Male,United-States,>50K
19,Private,Some-college,Never-married,Sales,Female,United-States,<=50K
40,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Male,China,<=50K
